Unique ID;Brand Name;Model Name;Model Number;Type;U  Processor Brand;U  Processor Name;U  Operating System Name;U  Base Processor Speed Per Core (GHz);U  Physical CPU Cores (count);U  System Memory (GB);WLAN Capability;Ethernet Capability?;Bluetooth Capability;Bluetooth Capability__1;U  Gigabit Ethernet Ports (count);U  Installed System Memory RAM (GB);U  Integrated Display Resolution (megapixels);U  Integrated Display Viewable Screen Area (sq in);U  Number of Storage Drives;;U  Storage Technology
2319723;Lenovo;ideacentre 510S-07ICB;90K8;Desktop;Intel;Celeron;Windows 10;2,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2319722;Lenovo;Lenovo V530S-07ICB Desktop;10TX;Desktop;Intel;Celeron;Windows 10;2,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2333836;MSI;Prestige PE B927;Prestige PE130;Desktop;Intel;NA;NA;3,2;6;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;NA
2332848;MSI;Trident B926;Trident X Plus;Desktop;Intel;NA;NA;3,6;8;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;NA
2332640;MSI;Trident B926;Trident X;Desktop;Intel;NA;NA;3,6;8;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2331962;ASUS;PA90 Series;PA90;Desktop;Intel;Core i9;Windows 10;3,6;8;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive
2331544;HP;HP t730 Thin Client;TPC-I018-TC;Desktop;AMD;RX-427BB;Windows 7,Windows 8,Windows XP,Linux,Windows 10,Ubuntu;3,6;4;16;Yes;Yes;No;No;1;16;NA;NA;1;Full Capability;Solid State Drive
2331153;MSI;Aegis B918;Aegis 3 8;Desktop;Intel;NA;NA;3,2;6;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;NA
2330876;Samsung;DP700C6A;DP700C6A;Desktop;Intel;Core i7;Windows 10;3,4;4;16;No;Yes;No;No;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2330806;Lenovo;ThinkCentre M710s;10M7;Desktop;Intel;i7-7700;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330786;Lenovo;ThinkCentre M710t;10M9;Desktop;Intel;i7-7700;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330785;Lenovo;ThinkCentre M715s;10MB;Desktop;AMD;A12-9800;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330779;Lenovo;ThinkCentre M715t;10MD;Desktop;AMD;A12-9800;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2330655;HP;HP ProDesk 400 G4 MT Business PC ();ProDesk 400 G4 MT Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;NA;Hard Disk Drive
2330652;WACOM;Wacom Cintiq Pro Engine;DPM-W1000H;Desktop;Intel;Xeon;Windows 10 Pro for Workstations;3;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Solid State Drive
2330589;MSI;MS-1T31;Vortex G25 8RE;Desktop;Intel;NA;NA;3,6;1;32;Yes;Yes;Yes;Yes;1;32;0;0;3;Remote Wake;NA
2330570;DELL;D13S;Inspiron 3470;Desktop;Intel;i7-8700;Ubuntu;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2330569;DELL;D19M;Inspiron 3668;Desktop;Intel;i7-7700;Ubuntu;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Hard Disk Drive
2330568;DELL;D19M;Inspiron 3670;Desktop;Intel;i7-8700;Ubuntu;3,2;6;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Hard Disk Drive
2330567;DELL;D19M;ChengMing 3980 Tower;Desktop;Intel;i7-8700;Ubuntu;3,2;6;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Hard Disk Drive
2330566;DELL;D18M;OptiPlex XE3 Tower;Desktop;Intel;i5-8400;Unbutu;2,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330565;DELL;D18M;OptiPlex 7050 Tower;Desktop;Intel;i7-6700;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330564;DELL;D18M;OptiPlex 3050 Tower;Desktop;Intel;i7-6700;Windows 10;3,4;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330563;DELL;D13S;Vostro 3267;Desktop;Intel;i5-6400;Ubuntu;2,7;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2330561;DELL;D27M;Inspiron 5680;Desktop;Intel;i7-8700K;Windows 10;3,7;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330251;DELL;D24M;XPS 8910;Desktop;Intel;Core i7-6700K;Windows 10;4;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2330100;DELL;D11S;OptiPlex 7060 SFF;Desktop;Intel;i3-8300;NA;3,7;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;NA
2329890;Lenovo;ThinkCentre M910x;10MY;Desktop;Intel;i7-7700T;NA;2,9;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2329880;HP;HP ProDesk 600 G4 MT;;Desktop;Intel;NA;NA;3,2;6;64;Yes;Yes;No;No;1;64;NA;NA;3;Conventional;NA
2329509;DELL;D24M;Precision 3630 Tower;Desktop;Intel;Xeon;Windows 10;3,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2329414;DELL;D11S;OptiPlex 3050 SFF;Desktop;Intel;i5-6500;NA;3,2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2329413;DELL;D11S;OptiPlex 5055 SFF;Desktop;AMD;A12-9800;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2329412;DELL;D18M;OptiPlex 5055 Tower;Desktop;AMD;NA;NA;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2329411;DELL;D07S;OptiPlex XE2 SFF;Desktop;Intel;NA;NA;3,4;4;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Hard Disk Drive
2329410;DELL;D13M;OptiPlex XE2 MT;Desktop;Intel;i7-4770;NA;3,4;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2329344;Fujitsu;CELSIUS W580 POWER;CELSIUS W580 POWER;Desktop;Intel;Xeon;Windows 10;3,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;6;Conventional;Solid State Drive,Hard Disk Drive
2329319;HP;HP EliteDesk 705 G3 MT Business PC ();EliteDesk 705 G3 MT Business PC;Desktop;AMD;A12-9800;Windows 10;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Full Capability;Hard Disk Drive
2329317;HP;HP Z238 Microtower Workstation ;Z238;Desktop;Intel;E3-1230 v5;Windows 7;3,4;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;NA;Hard Disk Drive
2329315;HP;HP EliteDesk 705 G3 SFF Business PC ();EliteDesk 705 G3 SFF Business PC;Desktop;AMD;Ryzen7-PRO 1700X;Windows 10;3,4;8;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2329314;HP;HP ProDesk 600 G3 MT Business PC ();ProDesk 600 G3 MT Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;NA;Hard Disk Drive
2329235;HP;HP RP5 Retail System, Model 5810 ();HP RP5 Retail System, Model 5810;Desktop;Intel;Core i7;Windows 8;3,1;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;NA;Hard Disk Drive
2329234;HP;HP ProDesk 600 G3 PCI MT Business PC ();ProDesk 600 G3 PCI MT Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;NA;Hard Disk Drive
2329229;HP;HP ProDesk 600 G3 SFF Business PC ();ProDesk 600 G3 SFF Business PC;Desktop;Intel;Core i5;Windows 10;3,3;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329227;HP;HP 280 G3 MT Business PC ();280 G3 MT Business PC;Desktop;Intel;Core i5;Windows 10;3,2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2329225;HP;OMEN by HP Obelisk Desktop PC 875 ();875;Desktop;Intel;i9-9900K;Windows 10 Por;3,6;8;64;Yes;Yes;Yes;Yes;1;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2329221;Acer;D18W6;Veriton Z4660G;Integrated Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329153;Fujitsu;CELSIUS W580;CELSIUS W580;Desktop;Intel;Xeon;Windows 10;3,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;5;Conventional;Solid State Drive,Hard Disk Drive
2329143;HP;HP EliteOne 800 G3 23.8-in Touch GPU All-in-One PC ();EliteOne 800 G3 23.8-in Touch GPU All-in-One PC;Integrated Desktop;Intel;Core i5;Windows 10;3,3;4;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;4;Conventional;Solid State Drive,Hard Disk Drive
2329136;HP;HP Pavilion Desktop 570 ();570-p;Desktop;Intel;i7-7700;Windows 10;3,6;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329135;HP;HP Slimline Desktop PC 270 ();270-p;Desktop;Intel;i7-7700;Windows 10;3,6;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329133;HP;HP ENVY Desktop PC 795 ();795;Desktop;Intel;i5-8400;Windows 10;2,8;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2329132;HP;HP Slim Desktop PC 290 ();290-p;Desktop;Intel;i7-8700;Windows 10;3,2;6;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329131;HP;HP Pavilion Desktop PC 590 ();590-p;Desktop;AMD;PRO A10-9700;Windows 10;3,5;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328977;HP;HP Pavilion Desktop 510 ();510-p;Desktop;AMD;A8-9600;Windows 10;3,1;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Hard Disk Drive
2328975;HP;HP Desktop Pro G2 ();Desktop Pro G2;Desktop;Intel;Core i5;Windows 10;3;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;NA;Hard Disk Drive
2328973;HP;HP Desktop PC 190 ;190;Desktop;AMD;Ryzen 5;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328971;HP;HP Desktop Pro A G2 ();Desktop Pro A G2;Desktop;AMD;Ryzen 5;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328964;Acer;Aspire TC-885G;TC-885G;Desktop;Intel;Core i7-8700;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328945;DELL;W13C;Precision 5720 All-in-One;Integrated Desktop;Intel;Xeon;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;8,29;310,47;3;Conventional;Hard Disk Drive
2328943;MSI;MS-A625;PRO 16 Flex 8GL;Desktop;Intel;NA;NA;3,6;1;32;Yes;Yes;Yes;Yes;1;32;0;0;3;Remote Wake;NA
2328926;HP;HP EliteDesk 800 G3 TWR Business PC ();EliteDesk 800 G3 TWR Business PC;Desktop;Intel;Core i7;Windows 10;4,2;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;NA;Hard Disk Drive
2328925;HP;HP EliteDesk 800 G3 SFF Business PC ();EliteDesk 800 G3 SFF Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;NA;Hard Disk Drive
2328697;DELL;Inspiron 27-7775;W16C;Integrated Desktop;AMD;RYZEN 7 1700;Windows 10,Ubuntu;3;8;32;No;Yes;No;No;1;32;8,29;27;1;Conventional;Hard Disk Drive
2328696;DELL;W15C;Inspiron 24-5475;Integrated Desktop;AMD;A10-9700E;Windows 10,Ubuntu;3;4;32;Yes;Yes;No;No;1;32;2,07;23,8;1;Conventional;Hard Disk Drive
2328659;Acer;D18E1;Veriton S6660G;Desktop;Intel;Core i7-8700;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328652;Acer;VM5E1;VM4660G;Desktop;Intel;Core i7-8700;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;5;Conventional;Solid State Drive,Hard Disk Drive
2328586;HP;OMEN X by HP Compact Desktop PC P1000;P1000;Desktop;Intel;i7-7820HQ;Windows10;2,9;4;32;Yes;No;Yes;Yes;0;32;NA;NA;1;Conventional;Solid State Drive
2328484;DELL;D13M;Dell Precision Tower 3620;Desktop;Intel;Core i5;NA;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2328483;DELL;D11S;Dell Precision Tower 3420;Desktop;Intel;Core i5;NA;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2328463;Lenovo;ideacentre 510S-15IKL;90GB;Desktop;Intel;I7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328462;Lenovo;ideacentre 510A-15IKL;90GV;Desktop;Intel;I7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328457;Lenovo;ideacentre 510-15IKL;90G8;Desktop;Intel;I7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328454;CORSAIR;RCS0005;RCS0005;Desktop;Intel;Core i7;Windows 10;3,7;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2328379;Lenovo;Lenovo Legion T530-28APR;90JY;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;No;No;NA;NA;NA;NA;NA;NA;NA
2328374;HP;HP EliteOne 800 G4 23.8-in Touch GPU All-in-One PC ();EliteOne 800 G4 23.8-in Touch GPU All-in-One PC;Integrated Desktop;IBM;i5-8500;Windows 10;3;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2328266;HP;HP ProDesk 400 G5 MT ();ProDesk 400 G5 MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328264;HP;HP ProDesk 600 G4 PCI MT ();ProDesk 600 G4 PCI MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;No;No;NA;NA;NA;NA;NA;NA;NA
2328225;HP;HP ProDesk 600 G4 MT ();ProDesk 600 G4 MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;No;No;NA;NA;NA;NA;NA;NA;NA
2328223;HP;HP Z2 Mini G3 Workstation ;Z2 Mini G3;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328222;HP;HP EliteDesk 705 G4 MT ();EliteDesk 705 G4 MT;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328220;HP;HP EliteDesk 800 G4 SFF();EliteDesk 800 G4 SFF;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328214;Acer;D18W1;Veriton S2660G;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328212;HP;HP EliteDesk 800 G4 TWR ();EliteDesk 800 G4 TWR;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;No;No;NA;NA;NA;NA;NA;NA;NA
2328211;Lenovo;Lenovo Legion C530-19ICB;90JX;Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;No;No;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328195;HP;HP Engage Flex Pro-C ();Engage Flex Pro-C;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328182;Lenovo;Lenovo Legion C730-19ICO;90JH;Desktop;Intel;i7-8700K;Windows 10;3,7;6;32;Yes;Yes;No;No;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328157;HP;HP Engage Flex Pro ();Engage Flex Pro;Desktop;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;Yes;NA;NA;NA;NA;NA;NA;NA
2328070;ASUS;ZN242G Series;ZN242G;Integrated Desktop;Intel;Core i7;Windows 10;2,2;6;16;Yes;Yes;Yes;Yes;1;16;2,07;242,18;2;Conventional;NA
2328023;Acer;D18W3;Veriton N6660G;Desktop;Intel;i5-8400T;Windows 10;1,7;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328005;Lenovo;ThinkCentre M725s;10VT;Desktop;AMD;A10-9700;NA;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2328004;Lenovo;Lenovo V530-15ICB Desktop;10TV;Desktop;Intel;i5-8400;NA;2,8;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2328003;Lenovo;ideacentre 510A-15ARR;90J0;Desktop;AMD;X4 950;NA;3,5;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2328002;Lenovo;ideacentre 720-18APR;90HY;Desktop;AMD;NA;NA;3,4;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2328001;Lenovo;ideacentre 720-18ICB;90HT;Desktop;Intel;i5-8400;NA;2,8;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2,33E+06;Lenovo;ideacentre 510A-15ICB;90HV;Desktop;Intel;i5-8400;NA;2,8;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2327999;Lenovo;ThinkCentre M920s;10SJ;Desktop;Intel;i3-8100;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327998;Lenovo;ThinkCentre M920t;10SF;Desktop;Intel;i3-8100;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327997;Lenovo;ThinkCentre M720s;10ST;Desktop;Intel;i5-8400;NA;2,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327993;Lenovo;ThinkCentre M720t;10SQ;Desktop;Intel;i5-8400;NA;2,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2326493;Lenovo;ThinkCentre M910t;10MM;Desktop;Intel;Core i5;Windows 10;3;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326492;Lenovo;ThinkCentre M910s;10MK;Desktop;Intel;Core i5;Windows 10;3;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326491;Lenovo;Lenovo V520S-08IKL Desktop;10NM;Desktop;Intel;Core i7;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2326490;Lenovo;Lenovo V520-15IKL Desktop;10NK;Desktop;Intel;Core i7;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2325912;Fujitsu;CELSIUS J580;CELSIUS J580;Desktop;Intel;Xeon;Windows 2000;3,7;6;64;No;Yes;No;No;2;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325911;Fujitsu;ESPRIMO P958;ESPRIMO P958/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325885;Fujitsu;ESPRIMO P758;ESPRIMO P758/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;No;Yes;No;No;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325884;Fujitsu;ESPRIMO P558;ESPRIMO P558/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;32;No;Yes;No;No;2;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325847;Fujitsu;ESPRIMO D538;ESPRIMO D538/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;32;No;Yes;No;No;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325846;Fujitsu;ESPRIMO D738;ESPRIMO D738/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;No;Yes;No;No;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325698;Fujitsu;ESPRIMO D958;ESPRIMO D958/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325044;Lenovo;Lenovo V530-15ARR Desktop;10V3;Desktop;AMD;A12-9800;NA;3,8;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;NA
2324509;Transource;SCORCH;SCO-850;Desktop;Intel;Core i7;Windows 10;3,2;6;8;Yes;Yes;No;No;1;8;NA;NA;1;Conventional;Hard Disk Drive
2323434;Lenovo;ThinkCentre M710e;10UQ;Desktop;Intel;I5-7400;Windows 10;3;4;32;Yes;Yes;Yes;Yes;0;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2323006;Apple;iMac Pro;A1862;Integrated Desktop;Intel;Xeon;Mac OS X;2,3;18;128;Yes;Yes;Yes;Yes;1;128;14,74;311,49;1;Full Capability;Solid State Drive
2323005;Apple;Mac Pro;A1481;Desktop;Intel;Xeon;Mac OS X;2,7;12;64;Yes;Yes;Yes;Yes;2;64;NA;NA;1;Full Capability;Solid State Drive
2323004;Apple;27-inch iMac with Retina 5K Display;A1419;Integrated Desktop;Intel;Core i7;Mac OS X;4,2;4;64;Yes;Yes;Yes;Yes;1;64;14,75;311,54;2;Full Capability;Solid State Drive,Hard Disk Drive
2323003;Apple;21.5-inch iMac with Retina 4K Display;A1418;Integrated Desktop;Intel;Core i7;Mac OS X;3,6;4;32;Yes;Yes;Yes;Yes;1;32;9,44;197,52;1;Full Capability;Solid State Drive
2322471;HP;OMEN X by HP Desktop PC 900 ();900;Desktop;Intel;Core i7;Windows 10;3,6;8;32;Yes;Yes;Yes;Yes;1;32;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2322470;HP;OMEN by HP Desktop PC 880 ();880;Desktop;AMD;Ryzen 7;Windows 10;3,6;8;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2322234;Lenovo;ThinkStation P320 Tiny;30C1;Desktop;Intel;i5-6500T;Windows 10;2,5;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2322231;Lenovo;Lenovo V410z;10QV;Integrated Desktop;Intel;i7-7700T;Windows 10;2,9;4;32;Yes;Yes;Yes;Yes;1;32;2,07;204,25;1;Conventional;Hard Disk Drive
2322230;Lenovo;ThinkCentre M818z;10R9;Integrated Desktop;Intel;i7-7700;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;2,07;244,12;1;Conventional;Hard Disk Drive
2322229;Lenovo;ThinkCentre M910z;10NR;Integrated Desktop;Intel;i7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;2,07;244,12;2;Conventional;NA
2321079;Lenovo;ThinkCentre M920z;10S6;Integrated Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2321012;HP;HP EliteDesk 705 G4 SFF ();EliteDesk 705 G4 SFF;Desktop;AMD;PRO A10-9700 R7;Windows 10;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2321011;HP;HP ProDesk 400 G5 SFF ();ProDesk 400 G5 SFF;Desktop;Intel;Core i5;Windows 10;3,1;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2321010;HP;HP ProDesk 600 G4 SFF ();ProDesk 600 G4 SFF;Desktop;Intel;Core i5;Windows 10;3,1;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2320762;Lenovo;ThinkCentre M920x;10S0;Desktop;Intel;i5-8400T;NA;1,7;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2319723;Lenovo;ideacentre 510S-07ICB;90K8;Desktop;Intel;Core i7;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2319722;Lenovo;Lenovo V530S-07ICB Desktop;10TX;Desktop;Intel;Core i7;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
NA;Asrock;B360 Pro4;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;B360M Pro4;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;B360M-HDV;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;B360M-ITX/AC;NA;NA;Intel;Core i5-8400;Windows 10;2,8;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Gaming K6 + GTX 1080 FTW2;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Gaming K6 + GTX1050Ti;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Asrock;Gaming K6 + GTX1060 FTW;NA;NA;Intel;Core i9-7900X;Windows 10;3,3;10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
